id,game,name,lane,slot,type,rarity,tier,cost,phrase,description,flavor,keywords,scale_by,damage,damage_multiplier,damage_type,stat_contribution,block,card_draw,self_damage,status_effects_applied,summon,feed_key,mechanics,modifier_kind,raw_json
wv2-s-manner-of-speaking,Witch Mountain Bridge,"your manner of speaking,",wit,subject,word,uncommon,2,1,"your manner of speaking,",+2 wit. Apply vulnerable:1,A subject one returns to with the certainty of an honest critic.,cutting|observational,,,,,2,,,,vulnerable:1,,,,,"{""id"":""wv2-s-manner-of-speaking"",""schoolId"":""slowburn"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""your manner of speaking,"",""tags"":[""cutting"",""observational""],""stats"":{""wit"":2},""effects"":{""vulnerable"":1},""flavor"":""A subject one returns to with the certainty of an honest critic.""}"
wv2-t-cannot-bear,Witch Mountain Bridge,"that being, of course, the very thing you cannot bear to hear.",wit,target,effect,uncommon,2,2,"that being, of course, the very thing you cannot bear to hear.",Cast: 6 + Wit×3 comp. +4 per staged tag matching the enemy's insult vulnerabilities (max 3 matches).,A flaw named is a flaw amplified.,academic,wit,4,3,composure,,,,,,,,pierceVulnerableInsult,,"{""id"":""wv2-t-cannot-bear"",""schoolId"":""crescendo"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""that being, of course, the very thing you cannot bear to hear."",""tags"":[""academic""],""effect"":{""scaleBy"":""wit"",""base"":4,""multiplier"":3,""damageType"":""composure"",""pierceVulnerableInsult"":4},""desc"":""Cast: 6 + Wit×3 comp. +4 per staged tag matching the enemy's insult vulnerabilities (max 3 matches)."",""flavor"":""A flaw named is a flaw amplified.""}"
wv2-k-page-mark,Witch Mountain Bridge,Page-Mark,wit,skill,skill,basic,1,1,Page-Mark,Gain 3 Block. Draw 1.,A small triangle. The page knows what it is now.,academic|observational,,,,,,3,1,,,,,,,"{""id"":""wv2-k-page-mark"",""slot"":""skill"",""tier"":1,""rarity"":""basic"",""lane"":""wit"",""cost"":1,""type"":""skill"",""name"":""Page-Mark"",""phrase"":""Page-Mark"",""tags"":[""academic"",""observational""],""effects"":{""block"":3,""draw"":1},""desc"":""Gain 3 Block. Draw 1."",""flavor"":""A small triangle. The page knows what it is now.""}"
wv2-g-throat-clear,Witch Mountain Bridge,Throat-Clear,wit,gesture,gesture,basic,1,1,(clears throat. Audibly.),"Spell fragment: ""(clears throat. Audibly.)""",A polite intervention. They will pause. They will not enjoy it.,observational,,,,,,,,,,,,gestureEffect,,"{""id"":""wv2-g-throat-clear"",""slot"":""gesture"",""tier"":1,""rarity"":""basic"",""lane"":""wit"",""cost"":1,""type"":""gesture"",""name"":""Throat-Clear"",""phrase"":""(clears throat. Audibly.)"",""tags"":[""observational""],""gestureEffect"":{""icon"":""🗣"",""damage"":3,""damageType"":""composure"",""draw"":1,""exhaust"":true},""flavor"":""A polite intervention. They will pause. They will not enjoy it.""}"
wv2-k-where-was-i,Witch Mountain Bridge,Where was I?,wit,skill,skill,common,1,1,Where was I?,Pull a random intro from your deck into your hand. Exhaust.,The opening word. The room is already listening for it.,academic,,,,,,,,,,,,,,"{""id"":""wv2-k-where-was-i"",""slot"":""skill"",""tier"":1,""rarity"":""common"",""lane"":""wit"",""cost"":1,""type"":""skill"",""name"":""Where was I?"",""phrase"":""Where was I?"",""tags"":[""academic""],""effects"":{""tutorSlot"":""intro"",""exhaust"":true},""desc"":""Pull a random intro from your deck into your hand. Exhaust."",""flavor"":""The opening word. The room is already listening for it.""}"
wv2-k-threading-needle,Witch Mountain Bridge,Threading the needle,wit,skill,skill,common,1,1,Threading the needle.,Pull a random subject from your deck into your hand. Exhaust.,The right specifics matter. You go looking.,academic,,,,,,,,,,,,,,"{""id"":""wv2-k-threading-needle"",""slot"":""skill"",""tier"":1,""rarity"":""common"",""lane"":""wit"",""cost"":1,""type"":""skill"",""name"":""Threading the needle"",""phrase"":""Threading the needle."",""tags"":[""academic""],""effects"":{""tutorSlot"":""subject"",""exhaust"":true},""desc"":""Pull a random subject from your deck into your hand. Exhaust."",""flavor"":""The right specifics matter. You go looking.""}"
wv2-k-to-the-point,Witch Mountain Bridge,To the point,wit,skill,skill,common,1,1,To the point.,Pull a random target from your deck into your hand. Exhaust.,The closing word arrives the moment you ask for it.,academic|cutting,,,,,,,,,,,,,,"{""id"":""wv2-k-to-the-point"",""slot"":""skill"",""tier"":1,""rarity"":""common"",""lane"":""wit"",""cost"":1,""type"":""skill"",""name"":""To the point"",""phrase"":""To the point."",""tags"":[""academic"",""cutting""],""effects"":{""tutorSlot"":""target"",""exhaust"":true},""desc"":""Pull a random target from your deck into your hand. Exhaust."",""flavor"":""The closing word arrives the moment you ask for it.""}"
wv2-k-and-another-thing,Witch Mountain Bridge,And Another Thing,wit,skill,skill,common,1,2,And another thing —,Add 2 turns to the active enemy DoT (offensive). Exhaust.,"The list, as it turns out, was not actually finished.",cutting,,,,,,,,,,,,,,"{""id"":""wv2-k-and-another-thing"",""slot"":""skill"",""tier"":1,""rarity"":""common"",""lane"":""wit"",""cost"":2,""type"":""skill"",""name"":""And Another Thing"",""phrase"":""And another thing —"",""tags"":[""cutting""],""effects"":{""extendEnemyDot"":2,""exhaust"":true},""desc"":""Add 2 turns to the active enemy DoT (offensive). Exhaust."",""flavor"":""The list, as it turns out, was not actually finished.""}"
wv2-k-already-thought-of-that,Witch Mountain Bridge,I Already Thought of That,wit,skill,skill,common,1,2,I already thought of that.,Add 2 turns to your active defensive Thorns aura. Exhaust.,Preparation is its own answer.,academic,,,,,,,,,,,,,,"{""id"":""wv2-k-already-thought-of-that"",""slot"":""skill"",""tier"":1,""rarity"":""common"",""lane"":""wit"",""cost"":2,""type"":""skill"",""name"":""I Already Thought of That"",""phrase"":""I already thought of that."",""tags"":[""academic""],""effects"":{""extendSelfThorns"":2,""exhaust"":true},""desc"":""Add 2 turns to your active defensive Thorns aura. Exhaust."",""flavor"":""Preparation is its own answer.""}"
wv2-k-hidden-meaning,Witch Mountain Bridge,Hidden Meaning,wit,skill,skill,common,1,1,There is a hidden meaning here.,Add +2 damage to each remaining tick of the active enemy DoT. Exhaust.,It was always there. They were merely not listening for it.,cutting|observational,,,,,,,,,,,,,,"{""id"":""wv2-k-hidden-meaning"",""slot"":""skill"",""tier"":1,""rarity"":""common"",""lane"":""wit"",""cost"":1,""type"":""skill"",""name"":""Hidden Meaning"",""phrase"":""There is a hidden meaning here."",""tags"":[""cutting"",""observational""],""effects"":{""boostEnemyDot"":2,""exhaust"":true},""desc"":""Add +2 damage to each remaining tick of the active enemy DoT. Exhaust."",""flavor"":""It was always there. They were merely not listening for it.""}"
wv2-k-enhanced-reasoning,Witch Mountain Bridge,Enhanced Reasoning,wit,skill,skill,common,1,1,"My reasoning has, in fact, improved.",Add +2 reflect damage to your active Thorns aura (every remaining tick). Exhaust.,"Reasoning, once enhanced, is difficult to argue with.",academic,,,,,,,,,,,,,,"{""id"":""wv2-k-enhanced-reasoning"",""slot"":""skill"",""tier"":1,""rarity"":""common"",""lane"":""wit"",""cost"":1,""type"":""skill"",""name"":""Enhanced Reasoning"",""phrase"":""My reasoning has, in fact, improved."",""tags"":[""academic""],""effects"":{""boostThornsReflect"":2,""exhaust"":true},""desc"":""Add +2 reflect damage to your active Thorns aura (every remaining tick). Exhaust."",""flavor"":""Reasoning, once enhanced, is difficult to argue with.""}"
wv2-k-you-know-what-i-mean,Witch Mountain Bridge,You Know What I Meant,wit,skill,skill,common,1,2,You know what I meant.,"On your next cast, a half-formed (2-of-3) FFT resolves as the full row. Exhaust.","They do, in fact, know what you mean. They simply will not admit it.",observational,,,,,,,,,,,,,,"{""id"":""wv2-k-you-know-what-i-mean"",""slot"":""skill"",""tier"":1,""rarity"":""common"",""lane"":""wit"",""cost"":2,""type"":""skill"",""name"":""You Know What I Meant"",""phrase"":""You know what I meant."",""tags"":[""observational""],""effects"":{""partialAsFullNextCast"":true,""exhaust"":true},""desc"":""On your next cast, a half-formed (2-of-3) FFT resolves as the full row. Exhaust."",""flavor"":""They do, in fact, know what you mean. They simply will not admit it.""}"
wv2-k-myriad-of-reasons,Witch Mountain Bridge,Myriad of Reasons,wit,skill,skill,common,1,2,A myriad of reasons —,Pull a random intro AND a random subject (from deck or discard) into your hand. Exhaust.,"There is, regrettably, no shortage of them.",academic,,,,,,,,,,,,,,"{""id"":""wv2-k-myriad-of-reasons"",""slot"":""skill"",""tier"":1,""rarity"":""common"",""lane"":""wit"",""cost"":2,""type"":""skill"",""name"":""Myriad of Reasons"",""phrase"":""A myriad of reasons —"",""tags"":[""academic""],""effects"":{""tutorSlots"":[""intro"",""subject""],""exhaust"":true},""desc"":""Pull a random intro AND a random subject (from deck or discard) into your hand. Exhaust."",""flavor"":""There is, regrettably, no shortage of them.""}"
wv2-k-that-goes-for-all-of-you,Witch Mountain Bridge,That Goes For All of You!,wit,skill,skill,common,1,2,That goes for ALL of you!,Your next offensive spell applies to every enemy on the field. Exhaust.,Said in a tone the room remembers later.,demanding,,,,,,,,,,,,,,"{""id"":""wv2-k-that-goes-for-all-of-you"",""slot"":""skill"",""tier"":1,""rarity"":""common"",""lane"":""wit"",""cost"":2,""type"":""skill"",""name"":""That Goes For All of You!"",""phrase"":""That goes for ALL of you!"",""tags"":[""demanding""],""effects"":{""nextSpellApplyToAll"":true,""exhaust"":true},""desc"":""Your next offensive spell applies to every enemy on the field. Exhaust."",""flavor"":""Said in a tone the room remembers later.""}"
wv2-k-blow-to-the-ego,Witch Mountain Bridge,Blow to the Ego,wit,skill,skill,common,1,2,"A blow to the ego, then.",Your next offensive spell deals DOUBLE its DoT damage. Exhaust.,The bruise lasts. The bruise is the point.,cutting,,,,,,,,,,,,,,"{""id"":""wv2-k-blow-to-the-ego"",""slot"":""skill"",""tier"":1,""rarity"":""common"",""lane"":""wit"",""cost"":2,""type"":""skill"",""name"":""Blow to the Ego"",""phrase"":""A blow to the ego, then."",""tags"":[""cutting""],""effects"":{""nextSpellDoubleDot"":true,""exhaust"":true},""desc"":""Your next offensive spell deals DOUBLE its DoT damage. Exhaust."",""flavor"":""The bruise lasts. The bruise is the point.""}"
wv2-k-verbal-smack,Witch Mountain Bridge,Verbal Smack,wit,skill,skill,common,1,2,A verbal smack —,Your next offensive spell deals DOUBLE its initial composure damage. Exhaust.,The smack lands before they've worked out which word did it.,cutting|direct,,,,,,,,,,,,,,"{""id"":""wv2-k-verbal-smack"",""slot"":""skill"",""tier"":1,""rarity"":""common"",""lane"":""wit"",""cost"":2,""type"":""skill"",""name"":""Verbal Smack"",""phrase"":""A verbal smack —"",""tags"":[""cutting"",""direct""],""effects"":{""nextSpellDoubleInitial"":true,""exhaust"":true},""desc"":""Your next offensive spell deals DOUBLE its initial composure damage. Exhaust."",""flavor"":""The smack lands before they've worked out which word did it.""}"
wv2-k-i-wont-hear-of-it,Witch Mountain Bridge,I Won't Hear of It,wit,skill,skill,common,1,2,I won't hear of it.,Your next defensive spell DOUBLES its defensive-DoT amounts. Exhaust.,Refusal as a structural feature.,academic,,,,,,,,,,,,,,"{""id"":""wv2-k-i-wont-hear-of-it"",""slot"":""skill"",""tier"":1,""rarity"":""common"",""lane"":""wit"",""cost"":2,""type"":""skill"",""name"":""I Won't Hear of It"",""phrase"":""I won't hear of it."",""tags"":[""academic""],""effects"":{""nextSpellDoubleDefensive"":true,""exhaust"":true},""desc"":""Your next defensive spell DOUBLES its defensive-DoT amounts. Exhaust."",""flavor"":""Refusal as a structural feature.""}"
wv2-k-solid-argument,Witch Mountain Bridge,Solid Argument,wit,skill,skill,common,1,2,A solid argument is its own shield.,Your next offensive DoT spell ALSO grants you Block per turn matching the DoT schedule. Exhaust.,The wall is the thesis. The thesis is the wall.,academic|observational,,,,,,,,,,,,,,"{""id"":""wv2-k-solid-argument"",""slot"":""skill"",""tier"":1,""rarity"":""common"",""lane"":""wit"",""cost"":2,""type"":""skill"",""name"":""Solid Argument"",""phrase"":""A solid argument is its own shield."",""tags"":[""academic"",""observational""],""effects"":{""nextSpellAddDefensiveDot"":true,""exhaust"":true},""desc"":""Your next offensive DoT spell ALSO grants you Block per turn matching the DoT schedule. Exhaust."",""flavor"":""The wall is the thesis. The thesis is the wall.""}"
wv2-k-to-the-rafters,Witch Mountain Bridge,To the Rafters,wit,skill,skill,uncommon,2,3,To the rafters with it.,Counts as a FFT of a random Crescendo spell in your hand or discard. Exhaust.,The voice carries. You let it.,demanding,,,,,,,,,,,,,,"{""id"":""wv2-k-to-the-rafters"",""slot"":""skill"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":3,""type"":""skill"",""name"":""To the Rafters"",""phrase"":""To the rafters with it."",""tags"":[""demanding""],""effects"":{""castRandomCrescendoFFT"":true,""exhaust"":true},""desc"":""Counts as a FFT of a random Crescendo spell in your hand or discard. Exhaust."",""flavor"":""The voice carries. You let it.""}"
cv2-l-fish-food,Witch Mountain Bridge,Fish Food,handler,lure,lure,uncommon,2,1,,"Stage. A Salmon arrives next turn and flops for 2 turns. Each turn, 50% chance to attract a predator — usually a bird, sometimes a bear. High risk.",Smells of yesterday. Something downstream has already noticed.,,,,,,,,,,,salmon in 1T,,,,"{""id"":""cv2-l-fish-food"",""name"":""Fish Food"",""cost"":1,""type"":""lure"",""slot"":""lure"",""lane"":""handler"",""rarity"":""uncommon"",""tier"":2,""summon"":{""animalId"":""salmon"",""turnsToArrive"":1},""desc"":""Stage. A Salmon arrives next turn and flops for 2 turns. Each turn, 50% chance to attract a predator — usually a bird, sometimes a bear. High risk."",""flavor"":""Smells of yesterday. Something downstream has already noticed.""}"
cv2-l-birdseed,Witch Mountain Bridge,Birdseed,handler,lure,lure,basic,1,1,,"In 1T, summons a Goose — THE HEAVY HITTER (6 composure/turn for 3 turns). Feeds: birds.",You scatter it like you mean it. The goose was already on its way.,,,,,,,,,,,goose in 1T,bird,,,"{""id"":""cv2-l-birdseed"",""name"":""Birdseed"",""cost"":1,""type"":""lure"",""slot"":""lure"",""lane"":""handler"",""rarity"":""basic"",""tier"":1,""feedKey"":""bird"",""summon"":{""animalId"":""goose"",""turnsToArrive"":1},""desc"":""In 1T, summons a Goose — THE HEAVY HITTER (6 composure/turn for 3 turns). Feeds: birds."",""flavor"":""You scatter it like you mean it. The goose was already on its way.""}"
cv2-l-tender-greens,Witch Mountain Bridge,Tender Greens,handler,lure,lure,basic,1,1,,"In 1T, summons a Field Mouse (the cycler) or a Young Buck (the burst). Feeds: small land animals.","Lettuce, mostly. Whatever turns up will have to make do.",,,,,,,,,,,field-mouse/young-buck in 1T,small-land,,,"{""id"":""cv2-l-tender-greens"",""name"":""Tender Greens"",""cost"":1,""type"":""lure"",""slot"":""lure"",""lane"":""handler"",""rarity"":""basic"",""tier"":1,""feedKey"":""small-land"",""summon"":{""animalIds"":[""field-mouse"",""young-buck""],""turnsToArrive"":1,""summonSet"":""tender-greens""},""desc"":""In 1T, summons a Field Mouse (the cycler) or a Young Buck (the burst). Feeds: small land animals."",""flavor"":""Lettuce, mostly. Whatever turns up will have to make do.""}"
cv2-l-shepherds-whistle,Witch Mountain Bridge,A Shepherd's Whistle,handler,lure,lure,rare,2,1,,"In 1T, summons a Sheepdog (0 attack). Animals in adjacent slots deal +50% — the middle slot reaches both. No feeding needed; replay to extend.","Two short notes. Somewhere, a professional gets to work.",,,,,,,,,,,sheepdog in 1T,,special,,"{""id"":""cv2-l-shepherds-whistle"",""name"":""A Shepherd's Whistle"",""cost"":1,""type"":""lure"",""slot"":""lure"",""lane"":""handler"",""rarity"":""rare"",""tier"":2,""special"":true,""summon"":{""animalId"":""sheepdog"",""turnsToArrive"":1},""desc"":""In 1T, summons a Sheepdog (0 attack). Animals in adjacent slots deal +50% — the middle slot reaches both. No feeding needed; replay to extend."",""flavor"":""Two short notes. Somewhere, a professional gets to work.""}"
cv2-l-curious-noise,Witch Mountain Bridge,A Curious Noise,handler,lure,lure,uncommon,2,1,,"In 1T, summons a Lyrebird. Each turn it copies the attack of the animal to its left (its own 2 otherwise). No feeding needed; replay to extend.",You made a sound once. It has been working on it ever since.,,,,,,,,,,,lyrebird in 1T,,special,,"{""id"":""cv2-l-curious-noise"",""name"":""A Curious Noise"",""cost"":1,""type"":""lure"",""slot"":""lure"",""lane"":""handler"",""rarity"":""uncommon"",""tier"":2,""special"":true,""summon"":{""animalId"":""lyrebird"",""turnsToArrive"":1},""desc"":""In 1T, summons a Lyrebird. Each turn it copies the attack of the animal to its left (its own 2 otherwise). No feeding needed; replay to extend."",""flavor"":""You made a sound once. It has been working on it ever since.""}"
cv2-l-windfall-apple,Witch Mountain Bridge,A Windfall Apple,handler,lure,lure,uncommon,2,1,,"In 1T, summons a Porcupine (0 attack). It absorbs up to 5 damage from each enemy attack and jabs the absorbed amount back as composure. No feeding needed; replay to extend.","Bruised, generous, and entirely beside the point.",,,,,,,,,,,porcupine in 1T,,special,,"{""id"":""cv2-l-windfall-apple"",""name"":""A Windfall Apple"",""cost"":1,""type"":""lure"",""slot"":""lure"",""lane"":""handler"",""rarity"":""uncommon"",""tier"":2,""special"":true,""summon"":{""animalId"":""porcupine"",""turnsToArrive"":1},""desc"":""In 1T, summons a Porcupine (0 attack). It absorbs up to 5 damage from each enemy attack and jabs the absorbed amount back as composure. No feeding needed; replay to extend."",""flavor"":""Bruised, generous, and entirely beside the point.""}"
cv2-l-low-branch,Witch Mountain Bridge,"A Low, Slow Branch",handler,lure,lure,rare,2,1,,"In 3T, summons a Sloth (0 attack). While it hangs around, the enemy acts at half speed — skipping every other turn. Stays 4 turns. No feeding needed; replay to extend.",An invitation with no particular deadline. It will be honoured eventually.,,,,,,,,,,,sloth in 3T,,special,,"{""id"":""cv2-l-low-branch"",""name"":""A Low, Slow Branch"",""cost"":1,""type"":""lure"",""slot"":""lure"",""lane"":""handler"",""rarity"":""rare"",""tier"":2,""special"":true,""summon"":{""animalId"":""sloth"",""turnsToArrive"":3},""desc"":""In 3T, summons a Sloth (0 attack). While it hangs around, the enemy acts at half speed — skipping every other turn. Stays 4 turns. No feeding needed; replay to extend."",""flavor"":""An invitation with no particular deadline. It will be honoured eventually.""}"
cv2-l-stale-crust,Witch Mountain Bridge,A Stale Crust,handler,lure,lure,uncommon,2,1,,"In 1T, summons a Pigeon. Click once a turn to scramble the enemy's intent into a different one. No feeding needed; replay to extend.",It was bread once. The pigeon does not hold this against it.,,,,,,,,,,,pigeon in 1T,,special,,"{""id"":""cv2-l-stale-crust"",""name"":""A Stale Crust"",""cost"":1,""type"":""lure"",""slot"":""lure"",""lane"":""handler"",""rarity"":""uncommon"",""tier"":2,""special"":true,""summon"":{""animalId"":""pigeon"",""turnsToArrive"":1},""desc"":""In 1T, summons a Pigeon. Click once a turn to scramble the enemy's intent into a different one. No feeding needed; replay to extend."",""flavor"":""It was bread once. The pigeon does not hold this against it.""}"
cv2-l-eucalyptus,Witch Mountain Bridge,A Sprig of Eucalyptus,handler,lure,lure,rare,2,1,,"In 1T, summons a Kangaroo. Click and spend 2 energy to duck into the pouch — end your turn, take no damage next turn. No feeding needed; replay to extend.",Smells like somewhere far away with better weather and more kicking.,,,,,,,,,,,kangaroo in 1T,,special,,"{""id"":""cv2-l-eucalyptus"",""name"":""A Sprig of Eucalyptus"",""cost"":1,""type"":""lure"",""slot"":""lure"",""lane"":""handler"",""rarity"":""rare"",""tier"":2,""special"":true,""summon"":{""animalId"":""kangaroo"",""turnsToArrive"":1},""desc"":""In 1T, summons a Kangaroo. Click and spend 2 energy to duck into the pouch — end your turn, take no damage next turn. No feeding needed; replay to extend."",""flavor"":""Smells like somewhere far away with better weather and more kicking.""}"
cv2-l-loose-button,Witch Mountain Bridge,A Loose Button,handler,lure,lure,uncommon,2,1,,"In 1T, summons a Raven — THE ARMOR-STRIP (6 composure/turn for 2 turns; strips 6 enemy Block the turn it leaves). Feeds: birds.","It has been admiring your button. It has, you sense, plans for your button.",,,,,,,,,,,raven in 1T,bird,special,,"{""id"":""cv2-l-loose-button"",""name"":""A Loose Button"",""cost"":1,""type"":""lure"",""slot"":""lure"",""lane"":""handler"",""rarity"":""uncommon"",""tier"":2,""special"":true,""feedKey"":""bird"",""summon"":{""animalId"":""raven"",""turnsToArrive"":1},""desc"":""In 1T, summons a Raven — THE ARMOR-STRIP (6 composure/turn for 2 turns; strips 6 enemy Block the turn it leaves). Feeds: birds."",""flavor"":""It has been admiring your button. It has, you sense, plans for your button.""}"
cv2-l-clover-patch,Witch Mountain Bridge,A Clover Patch,handler,lure,lure,uncommon,2,1,,"In 1T, summons a Rabbit — THE SWARM. Draws a card and goes wide: after 2 turns it spawns a Rabbit in each adjacent empty slot. Feeds: small land animals.","Statistically, one of them is lucky. The rest are just thorough.",,,,,,,,,,,rabbit in 1T,small-land,special,,"{""id"":""cv2-l-clover-patch"",""name"":""A Clover Patch"",""cost"":1,""type"":""lure"",""slot"":""lure"",""lane"":""handler"",""rarity"":""uncommon"",""tier"":2,""special"":true,""feedKey"":""small-land"",""summon"":{""animalId"":""rabbit"",""turnsToArrive"":1},""desc"":""In 1T, summons a Rabbit — THE SWARM. Draws a card and goes wide: after 2 turns it spawns a Rabbit in each adjacent empty slot. Feeds: small land animals."",""flavor"":""Statistically, one of them is lucky. The rest are just thorough.""}"
cv2-l-shiny-bauble,Witch Mountain Bridge,A Shiny Bauble,handler,lure,lure,uncommon,2,1,,"In 1T, summons a Rabid Scrubjay — THE DISRUPTOR. Chips composure, then on exit turns the enemy's next attack back on themselves. Feeds: birds.","It is not valuable. It is, however, extremely shiny, which is most of the way there.",,,,,,,,,,,rabid-scrubjay in 1T,bird,special,,"{""id"":""cv2-l-shiny-bauble"",""name"":""A Shiny Bauble"",""cost"":1,""type"":""lure"",""slot"":""lure"",""lane"":""handler"",""rarity"":""uncommon"",""tier"":2,""special"":true,""feedKey"":""bird"",""summon"":{""animalId"":""rabid-scrubjay"",""turnsToArrive"":1},""desc"":""In 1T, summons a Rabid Scrubjay — THE DISRUPTOR. Chips composure, then on exit turns the enemy's next attack back on themselves. Feeds: birds."",""flavor"":""It is not valuable. It is, however, extremely shiny, which is most of the way there.""}"
cv2-l-bag-of-oats,Witch Mountain Bridge,A Bag of Oats,handler,lure,lure,uncommon,2,1,,"In 1T, summons a Drystone Ox — a keeper. Stays 6 turns, braces for 6 Block each turn, chips 2 composure. Never needs feeding. Strengthen it into a wall.","It is, you are assured, the good oats. The ox will be the judge of that.",,,,,,,,,,,ox in 1T,,special,,"{""id"":""cv2-l-bag-of-oats"",""name"":""A Bag of Oats"",""cost"":1,""type"":""lure"",""slot"":""lure"",""lane"":""handler"",""rarity"":""uncommon"",""tier"":2,""special"":true,""summon"":{""animalId"":""ox"",""turnsToArrive"":1},""desc"":""In 1T, summons a Drystone Ox — a keeper. Stays 6 turns, braces for 6 Block each turn, chips 2 composure. Never needs feeding. Strengthen it into a wall."",""flavor"":""It is, you are assured, the good oats. The ox will be the judge of that.""}"
jv2-i-speaking-of,Witch Mountain Bridge,"Speaking of which,",jnsq,intro,word,basic,1,0,"Speaking of which,",+1 jnsq,You weren't speaking of anything. That's the point.,chaotic|conspiratorial,,,,,1,,,,,,,,,"{""id"":""jv2-i-speaking-of"",""slot"":""intro"",""tier"":1,""rarity"":""basic"",""lane"":""jnsq"",""cost"":0,""type"":""word"",""phrase"":""Speaking of which,"",""tags"":[""chaotic"",""conspiratorial""],""stats"":{""jnsq"":1},""flavor"":""You weren't speaking of anything. That's the point.""}"
jv2-i-astrally,Witch Mountain Bridge,"Astrally,",jnsq,intro,word,basic,1,0,"Astrally,",+1 jnsq. Draw 1,The astral plane is involved. Bring a sweater.,mystical|theatrical,,,,,1,,1,,,,,,,"{""id"":""jv2-i-astrally"",""slot"":""intro"",""tier"":1,""rarity"":""basic"",""lane"":""jnsq"",""cost"":0,""type"":""word"",""phrase"":""Astrally,"",""tags"":[""mystical"",""theatrical""],""stats"":{""jnsq"":1},""effects"":{""draw"":1},""flavor"":""The astral plane is involved. Bring a sweater.""}"
jv2-i-on-a-tuesday,Witch Mountain Bridge,"On a Tuesday,",jnsq,intro,word,basic,1,0,"On a Tuesday,",+1 jnsq,Which Tuesday: any. All. The concept itself.,chaotic|absurd,,,,,1,,,,,,,,,"{""id"":""jv2-i-on-a-tuesday"",""slot"":""intro"",""tier"":1,""rarity"":""basic"",""lane"":""jnsq"",""cost"":0,""type"":""word"",""phrase"":""On a Tuesday,"",""tags"":[""chaotic"",""absurd""],""stats"":{""jnsq"":1},""flavor"":""Which Tuesday: any. All. The concept itself.""}"
jv2-i-now,Witch Mountain Bridge,"Now,",jnsq,intro,word,basic,1,0,"Now,",+1 jnsq,Now is a long time in jnsq.,theatrical|chaotic,,,,,1,,,,,,,,,"{""id"":""jv2-i-now"",""slot"":""intro"",""tier"":1,""rarity"":""basic"",""lane"":""jnsq"",""cost"":0,""type"":""word"",""phrase"":""Now,"",""tags"":[""theatrical"",""chaotic""],""stats"":{""jnsq"":1},""flavor"":""Now is a long time in jnsq.""}"
jv2-i-funny-thing,Witch Mountain Bridge,Funny thing —,jnsq,intro,word,basic,1,2,Funny thing —,+1 jnsq. Apply vulnerable:1,It will not be funny. It will be a thing.,conspiratorial|chaotic,,,,,1,,,,vulnerable:1,,,,,"{""id"":""jv2-i-funny-thing"",""slot"":""intro"",""tier"":1,""rarity"":""basic"",""lane"":""jnsq"",""cost"":2,""type"":""word"",""phrase"":""Funny thing —"",""tags"":[""conspiratorial"",""chaotic""],""stats"":{""jnsq"":1},""effects"":{""vulnerable"":1},""flavor"":""It will not be funny. It will be a thing.""}"
jv2-i-remiss-not-mention,Witch Mountain Bridge,It would be remiss not to mention,jnsq,intro,word,common,1,0,It would be remiss not to mention,+2 jnsq,Remiss being a word from the dictionary nobody uses.,theatrical|conspiratorial,,,,,2,,,,,,,,,"{""id"":""jv2-i-remiss-not-mention"",""slot"":""intro"",""tier"":1,""rarity"":""common"",""lane"":""jnsq"",""cost"":0,""type"":""word"",""phrase"":""It would be remiss not to mention"",""tags"":[""theatrical"",""conspiratorial""],""stats"":{""jnsq"":2},""flavor"":""Remiss being a word from the dictionary nobody uses.""}"
jv2-i-third-moon,Witch Mountain Bridge,The third moon would tell you,jnsq,intro,word,common,1,0,The third moon would tell you,+2 jnsq,There are three. You haven't been paying attention.,mystical|conspiratorial,,,,,2,,,,,,,,,"{""id"":""jv2-i-third-moon"",""slot"":""intro"",""tier"":1,""rarity"":""common"",""lane"":""jnsq"",""cost"":0,""type"":""word"",""phrase"":""The third moon would tell you"",""tags"":[""mystical"",""conspiratorial""],""stats"":{""jnsq"":2},""flavor"":""There are three. You haven't been paying attention.""}"
jv2-i-speaking-of-nine,Witch Mountain Bridge,"Speaking of nine, which I was,",jnsq,intro,word,common,1,0,"Speaking of nine, which I was,",+2 jnsq,You weren't. You also haven't been speaking. Doesn't matter.,chaotic|absurd,,,,,2,,,,,,,,,"{""id"":""jv2-i-speaking-of-nine"",""slot"":""intro"",""tier"":1,""rarity"":""common"",""lane"":""jnsq"",""cost"":0,""type"":""word"",""phrase"":""Speaking of nine, which I was,"",""tags"":[""chaotic"",""absurd""],""stats"":{""jnsq"":2},""flavor"":""You weren't. You also haven't been speaking. Doesn't matter.""}"
